index,predicted_sales
424121,6108.0
557753,5534.0
520831,7802.0
376589,9550.0
7670,0.0
303546,11757.0
236740,11843.0
145734,6454.5
134420,6251.0
691699,0.0
233889,4960.0
653554,10794.0
481046,4390.0
423103,6234.0
693486,0.0
90193,7295.0
119482,7013.0
525167,4786.0
239754,5474.0
332806,6624.0
142056,0.0
673000,0.0
567353,6599.0
696641,4478.0
628766,0.0
544695,14207.0
652921,15409.0
436682,9193.0
158580,5074.0
184394,4552.5
523534,7391.0
133026,9596.0
296285,6120.0
14477,8551.0
130799,5486.0
17306,5942.0
617975,6853.0
668657,8295.0
460228,0.0
26534,10289.0
8504,8259.0
253700,3576.0
586553,9176.0
463307,5990.0
245670,5735.0
291128,6876.0
615053,0.0
263461,6508.0
42414,6255.0
527688,5548.0
697845,5978.0
28136,7220.0
245444,7371.0
394116,0.0
601504,0.0
349857,5927.0
658989,4207.0
73913,14999.0
579219,7470.0
628094,8797.0
430442,4212.0
694123,10552.0
637678,0.0
697006,5940.0
174454,7827.0
290329,7012.0
79977,10210.0
561228,5631.0
645402,8832.0
187053,4831.0
545699,0.0
101633,0.0
281213,12206.0
303302,8070.0
358148,8751.0
686634,9054.0
66159,0.0
668588,4368.0
402857,0.0
354382,3056.0
12107,3227.0
469435,8621.0
500089,4701.0
290988,7081.0
178794,7428.0
624708,4994.0
677489,7243.0
298677,8539.0
703190,10679.0
130811,4058.0
110239,11319.0
624648,6298.0
217090,10327.0
110364,6470.0
678970,4948.0
418148,3847.0
445220,6918.0
126944,7503.0
349411,8769.0
630781,0.0
463948,3702.0
452373,0.0
324245,7980.5
222694,0.0
48646,4661.0
626354,0.0
651600,2794.0
85679,7029.0
183869,0.0
283159,0.0
634703,0.0
706142,0.0
522728,6860.0
663580,5395.0
46119,4848.0
250823,14468.0
613782,5626.0
200809,13914.0
269386,0.0
288820,5571.0
365858,0.0
616253,4911.0
260287,3235.0
168584,0.0
667415,0.0
666578,0.0
443663,8645.0
103282,9964.0
659814,3997.0
204523,7101.0
105679,7731.0
571093,3360.0
41097,14764.0
139328,6576.0
338773,5069.0
196518,0.0
283593,7645.0
260425,8923.0
8772,5477.0
165827,6425.0
711567,3455.0
25887,0.0
46929,10188.0
252401,5194.0
544688,9148.0
630754,2372.0
355922,9704.0
553915,5209.0
491425,6713.0
42394,2933.0
178531,12598.0
63227,8379.0
513313,5343.0
522520,7254.0
492008,4253.0
26376,3752.0
141308,5257.0
695853,5676.0
699596,2593.0
11724,5577.0
475449,4465.0
77094,6070.0
596587,9302.0
424708,7565.0
133400,4310.0
372317,4025.0
469875,6604.0
489986,7646.0
76537,5541.0
228691,4661.0
500104,3607.0
351509,6298.0
403418,4634.0
141754,6395.0
708723,9940.0
606514,9561.0
573456,2758.0
412036,5962.0
454167,9548.0
536326,7830.0
195050,7543.0
401658,0.0
666654,5682.0
549369,5843.0
525044,4870.0
92889,8243.0
417990,3972.0
560400,11762.0
332572,4718.0
380004,6279.0
380320,15410.0
485277,6810.0
214984,5310.0
347030,0.0
554331,9417.0
180182,6887.5
91585,8557.0
337287,5336.0
5922,4348.0
668590,6480.0
162038,0.0
570046,8738.0
125515,6404.0
631827,6066.0
488238,6293.0
595013,0.0
669612,6738.0
522340,2594.0
145188,0.0
29075,0.0
620257,7656.0
423909,4189.0
5513,6589.0
157741,4728.0
403411,6068.0
668630,3424.0
679924,0.0
127691,2516.0
350679,5464.0
176758,0.0
468908,0.0
491932,7545.0
528951,14109.0
708502,6999.0
225772,3738.0
646442,5731.0
65737,7360.0
495271,6436.0
678378,12163.0
540127,5818.0
655764,9961.0
668040,1836.0
5574,9727.0
540911,4805.0
234996,4254.0
144721,9950.0
454454,0.0
42681,7964.0
685198,10814.0
245786,0.0
489190,10921.0
452872,3601.0
438242,6851.0
173708,6089.0
500897,5333.0
252009,2580.0
489277,7732.0
217799,7157.0
570087,2609.0
277343,4916.0
246393,8949.0
333826,6861.0
273126,0.0
633257,4424.0
536436,3714.0
392807,6948.0
9658,7958.0
672437,0.0
495729,6314.0
463735,4709.0
639793,7263.0
480953,8294.0
410159,9033.0
615202,7534.0
293906,7770.0
392923,6420.0
196232,6607.0
596255,5464.0
549235,10080.0
230156,8214.0
597117,8164.0
685371,5123.0
646858,2170.0
251679,5153.0
67256,13152.0
241647,11760.0
84242,14681.0
264455,6203.0
700950,5519.0
466720,4301.0
220602,0.0
437208,4148.0
88172,6932.0
441975,0.0
66246,5650.0
400714,11718.0
629670,3574.0
354403,3698.0
229713,4216.0
392982,3926.0
16858,4332.0
201905,5652.0
53626,10085.0
475129,9116.0
504712,9983.0
600087,4509.0
230229,6644.0
675976,15471.0
137686,12434.0
582562,7872.0
323476,5293.0
136418,0.0
111652,5763.0
678755,9043.0
67477,4686.0
564828,5426.0
570369,0.0
123695,3783.0
230390,6963.0
394879,0.0
359641,8785.0
413992,4129.0
281975,6315.0
197809,6515.0
383747,6015.0
337889,10859.0
654060,5603.0
604564,6613.0
174211,9095.0
197231,5734.0
514692,5866.0
15349,0.0
206461,10660.0
10577,4523.0
497421,14389.0
415599,9773.0
51571,3321.0
609730,8844.0
296632,15057.0
423520,4128.0
290548,7592.0
419665,2783.0
420538,7233.0
217544,3320.0
132638,0.0
161231,8756.5
60960,0.0
669836,6115.0
468622,0.0
305160,4715.0
2335,4885.0
3194,0.0
412316,6263.0
98287,7640.0
695502,6448.0
630407,6074.0
571087,8082.0
432742,6308.0
71057,8553.0
256949,0.0
497297,10777.0
362059,9987.0
114603,3796.0
537324,0.0
302542,4598.0
477958,6820.0
372155,4973.0
497614,5262.0
115863,8848.0
536522,11202.0
60343,3797.0
150664,3127.0
7299,6594.0
114384,8086.0
693342,8186.0
547500,7989.0
24623,5980.0
664784,0.0
337487,0.0
670167,12639.0
224544,6899.0
108066,9857.0
694229,7373.0
234270,18232.0
172277,10604.0
562833,10571.0
467388,14492.0
481994,0.0
74511,2304.0
180279,10911.0
563513,9030.0
673266,9298.0
361359,10059.0
570560,4770.0
429539,4940.0
549400,8631.0
150021,9953.0
696001,6630.0
441003,8293.0
704418,13270.0
230374,5690.0
538264,7606.0
287032,5324.0
347925,9687.0
565729,15163.0
622490,4984.0
87673,8899.5
678101,0.0
523800,11409.0
148824,13852.0
214350,11479.0
24194,4919.0
622560,10839.0
412622,8938.0
393964,5708.0
499205,5937.0
197329,0.0
343824,4227.0
609826,7272.0
339822,8629.0
74602,5095.0
449064,4902.0
102407,4931.0
259790,7919.0
18737,13804.0
136994,9957.0
225299,0.0
230115,7347.0
395685,0.0
587529,14682.0
184611,13101.0
31771,12700.0
640775,4146.0
507006,17193.0
134574,6758.0
221934,12236.0
297296,4576.0
382099,0.0
552080,6049.0
140685,0.0
419236,8052.0
672815,2812.0
136295,9041.0
625267,4882.0
703298,8321.0
595487,7075.0
515101,9222.0
702585,4587.0
598063,5729.0
619523,0.0
306390,3763.0
435450,0.0
150532,7099.0
403221,7073.0
703213,0.0
243491,5735.0
522874,4209.0
455877,0.0
652038,6894.0
559612,3732.0
502957,4854.0
207079,0.0
701479,10446.0
378895,7671.0
39102,6727.0
189980,4841.0
55627,7394.0
440244,8694.0
393373,0.0
168711,6000.0
426376,4984.0
550128,7441.0
428101,9707.0
111192,9353.0
682264,4579.0
635668,6094.0
443107,3386.0
700963,11619.0
676824,6811.0
626155,3653.0
4710,7280.0
338712,6638.0
623230,7584.0
351337,5227.0
289360,6497.0
67026,7202.0
574873,4793.0
380873,7547.0
266763,6884.0
547057,8279.0
412019,9226.0
385076,10292.0
356595,6018.0
438458,5462.0
197609,8559.0
15762,13553.0
39782,10176.0
94951,5549.0
580011,8351.0
348407,4083.0
565276,9587.0
410520,4909.0
246893,5378.0
488464,5053.0
467354,3423.0
391296,0.0
255552,5890.0
128134,10118.0
509447,6804.0
3170,0.0
394679,7164.0
682427,6164.0
222060,2812.0
246137,0.0
512513,7208.0
244585,3038.0
615326,7015.0
426811,4290.0
151417,8067.0
271324,0.0
573860,11194.0
81535,5075.0
688138,0.0
559815,8222.0
134732,5411.0
322997,9498.0
42822,6359.0
626188,11452.0
266689,3477.0
43158,0.0
82019,8357.0
616029,9714.0
707644,0.0
39859,6000.0
602329,0.0
631180,7765.0
140558,3443.0
170717,0.0
531717,9976.0
227681,14729.0
174572,4808.0
300906,5582.0
155010,0.0
648999,19055.0
690054,0.0
27358,6036.0
144608,9446.0
469181,0.0
446737,5447.0
308867,3063.0
51258,3496.0
359677,7413.0
129846,2969.0
1149,0.0
633111,3505.0
292366,10499.0
409043,3014.0
256980,5630.0
268334,6492.0
2160,0.0
5758,4097.0
289577,0.0
477292,4852.0
170671,17776.0
609259,5630.0
151625,6723.0
651202,6276.0
231073,20106.0
678209,7077.0
663941,0.0
606620,0.0
128479,3033.0
150801,6511.0
622129,6967.0
339259,3419.6666666666665
94161,2588.0
40355,0.0
287798,4205.0
52344,0.0
205218,7666.0
647262,0.0
53839,10252.0
108629,3781.0
18964,0.0
83254,7578.0
32589,9017.0
147880,2746.0
58339,9822.0
475551,6462.0
372801,6082.0
504283,5215.0
191950,5230.0
152965,0.0
356467,4659.0
259565,4965.0
195615,2958.0
596927,7091.0
660531,0.0
410887,2548.0
367136,7165.0
654830,0.0
586112,8402.0
395707,9895.0
613842,7966.0
433782,10176.0
62318,6325.0
141939,5626.0
23542,6421.0
165113,5676.0
476320,6070.0
624831,2594.0
225770,4134.0
579330,9440.0
42494,4495.0
90464,3493.0
566092,0.0
431680,8575.0
688583,5916.0
247307,3442.0
255502,0.0
386497,3956.0
249368,3291.0
266057,4228.0
438079,6153.0
282233,5327.0
29852,7486.0
555568,5922.0
22039,6436.0
141704,5260.0
522016,8625.0
636125,4978.0
427338,11437.0
340524,0.0
229292,5398.0
51891,0.0
465430,9768.0
451940,13597.0
640942,4186.0
108557,0.0
94073,0.0
686098,5367.0
665651,0.0
224698,0.0
548526,5400.0
223339,4767.0
579391,6733.0
457888,7234.0
669623,11444.0
223824,0.0
654894,9325.0
646889,7180.0
586466,10282.0
508931,10351.0
212543,0.0
282508,0.0
281300,0.0
87997,0.0
62064,9030.0
126567,0.0
621388,2467.0
357273,0.0
403855,9241.0
10687,5132.0
372941,0.0
92055,3555.0
237033,0.0
595528,0.0
328197,6341.0
529433,0.0
548938,0.0
50568,6862.0
355134,5750.0
188815,12162.0
258297,10717.0
672499,6861.5
703324,9600.0
426893,6272.0
674649,0.0
196237,5047.0
443948,9153.0
474857,4578.0
509848,6757.0
245862,4795.0
588738,8153.0
672329,0.0
566311,6650.0
490521,7526.0
581868,5415.0
37268,12217.0
22624,1951.0
26960,6499.0
329830,0.0
608626,0.0
355991,3985.0
596388,0.0
113674,9816.0
280998,6414.0
206336,0.0
250696,0.0
110876,3239.0
477340,7478.0
52197,3192.0
152979,0.0
429220,0.0
319592,0.0
361638,8706.0
379656,6603.0
686530,11006.0
490247,4132.0
311079,4218.0
585815,12214.0
246339,4345.0
7338,0.0
626973,0.0
457143,23049.0
29072,4782.0
487390,2925.0
398680,5374.0
664968,7688.0
695390,7069.0
364108,5503.0
501842,18638.0
275677,9405.0
347859,10908.0
583901,0.0
228962,3373.0
247153,7025.0
690168,6644.0
335878,7207.0
163908,6268.0
35039,0.0
509099,0.0
320778,6494.0
588788,2879.0
36145,6297.0
711584,5131.0
458719,3845.0
547135,5731.0
152105,3763.0
275781,5867.0
489352,1398.0
454268,8051.0
609835,10586.0
107514,5200.0
269229,3714.0
256408,6121.0
621405,7590.0
422234,10236.0
397857,7086.0
560672,0.0
189554,6181.0
156252,5811.0
84291,5273.0
360207,5357.0
275821,6621.0
30744,3709.0
101525,5883.0
427838,3924.0
639457,3351.0
366006,0.0
458140,8559.0
354985,10966.0
341650,5196.0
247933,5072.0
431521,7710.0
139237,9730.0
237618,0.0
349424,3855.0
548876,6765.0
326820,5602.0
539329,3645.0
465675,7350.0
450101,12939.0
644359,0.0
573932,5761.0
62457,4498.0
251838,6110.0
595727,5079.0
258717,4614.0
124013,5064.0
698974,0.0
29533,9997.0
43596,3887.0
125276,5743.0
418860,2249.0
123166,7201.0
256628,7795.0
365639,4026.0
147154,6858.0
668309,3340.0
707738,4843.0
617364,5093.0
216637,10133.0
581662,12808.0
680363,4898.0
94262,0.0
410808,0.0
358453,9461.0
377289,4550.0
335505,0.0
354265,6372.0
418464,8057.0
70895,6511.0
242789,3398.0
63995,3398.0
389982,8040.0
127477,4825.0
509548,2923.0
172261,3992.5
136822,0.0
289972,4645.0
243948,12377.0
126574,7089.0
49383,5680.0
342160,19733.0
689046,6866.0
443312,5176.0
366449,7892.0
300169,10472.0
108869,7432.0
699676,7439.0
8439,5497.0
368553,6864.0
248861,6727.0
1899,7723.0
325863,15592.0
575911,4503.0
286501,5671.0
483765,0.0
591184,6142.0
192200,6815.0
454870,5175.0
269369,4502.0
185340,8479.0
181431,0.0
668292,0.0
287315,6079.0
356559,2754.0
569626,8545.0
530604,6701.0
66428,6587.0
169065,18597.0
251680,0.0
271426,9110.0
258961,12003.0
101206,0.0
558154,0.0
197922,3506.0
361531,5657.0
628779,0.0
510961,10430.0
591072,5183.0
237440,2984.0
384521,6808.0
448170,6763.0
251331,3635.0
359226,9542.0
572132,4638.0
624334,4655.0
91584,7214.0
679612,5254.0
661193,11266.0
58470,8790.0
593125,5221.0
552605,4206.0
245919,7468.0
507355,4497.0
506968,10269.0
522473,7143.0
509582,6745.0
181891,9301.0
477372,9743.0
531130,11304.0
484467,4348.0
179739,0.0
196676,5375.0
395706,2243.0
181313,4906.0
708332,3569.0
463566,6934.0
120828,14870.0
601880,4874.0
566251,8792.0
627019,0.0
424231,7342.0
303960,5921.0
488889,4421.0
365864,5093.0
474558,9407.0
54795,4587.0
419651,8902.0
97185,5774.0
685033,8088.0
102462,4808.0
315922,0.0
241616,6325.0
379884,6728.0
539206,9243.0
272127,10942.0
69017,10387.0
70610,8746.0
500661,5017.0
249699,5672.0
375446,0.0
12084,6336.0
253021,0.0
691005,6725.0
21685,0.0
322031,14990.0
137701,7248.0
203852,10453.0
495557,4081.0
665748,8109.0
622423,9399.0
179044,8998.0
420240,0.0
664739,7965.0
662458,0.0
99678,12003.0
488219,0.0
680744,5060.0
484713,6503.0
407178,8098.0
20621,4199.0
481546,3855.0
407215,5546.0
268288,9815.0
219664,3624.0
71106,5774.0
569256,15387.0
604996,22651.0
340152,6525.0
43394,0.0
255682,5514.0
102843,4809.0
295292,4805.0
441320,11306.0
226512,5128.0
500949,7954.0
531132,3955.0
412122,7413.0
198968,6856.0
324489,5833.0
147539,17462.0
150748,3995.0
250690,8497.0
412929,7208.0
694032,6959.0
324034,6689.0
5935,4134.0
478429,4147.0
361414,0.0
600307,0.0
432245,10495.0
110313,6367.0
391335,7030.0
179364,2215.0
367444,6207.0
426736,6577.0
229811,4388.0
234208,7233.0
225162,4095.0
560582,4372.0
151519,6904.0
618488,2425.0
104735,5516.0
658372,2986.0
259636,0.0
495125,7161.0
640840,9054.0
239686,6567.0
370451,8056.0
504751,4751.0
303350,5706.5
216187,4440.0
594585,7892.0
1981,6158.0
303562,4526.0
280925,0.0
164815,7288.0
90871,0.0
325489,16884.0
180656,0.0
86489,0.0
281059,2425.0
182700,8972.0
664030,0.0
236185,10992.0
397342,0.0
554556,0.0
527529,6529.0
301939,7212.0
132424,5140.0
531052,9960.0
622542,2420.0
210438,0.0
189000,3891.0
390431,5318.0
280501,11249.0
549852,8265.0
197074,5061.0
231425,11749.0
686473,8486.0
42430,4265.0
99859,5050.0
315031,11606.0
114890,3954.0
427391,0.0
150655,5600.0
342207,6618.0
274886,4852.0
9383,8490.0
333065,5229.0
84553,0.0
413147,5985.0
135363,4919.0
251900,0.0
298806,10286.0
413576,6864.0
646803,0.0
494121,6058.0
10876,6183.0
413040,10742.0
539009,0.0
412569,0.0
340092,3746.0
107228,6995.0
631223,6589.0
614513,0.0
638481,7686.0
282607,5176.0
143993,8877.0
659629,6747.0
379972,0.0
444821,7060.0
309223,6968.0
120038,5261.0
589447,4782.0
498447,7354.0
460367,6697.0
425385,13806.0
347709,7475.0
505886,9636.0
668325,6091.0
392368,5911.0
587279,11429.0
165596,6743.0
145828,10923.0
51004,7655.0
166850,4434.0
530490,11808.0
260835,4823.0
274099,4399.0
634076,5296.0
581157,9272.0
299783,4447.0
91354,9203.0
488827,11851.0
426305,5701.0
511593,5145.0
434857,10208.0
433506,2738.0
590978,7088.0
80123,9919.0
656621,5397.0
206349,4455.0
666036,3373.0
236713,4413.0
372415,7502.0
665518,5766.0
478526,4893.0
170706,0.0
43068,0.0
297086,0.0
188986,0.0
4023,0.0
426626,10048.0
648481,5070.0
700369,10043.0
201193,6588.0
232416,6151.0
710862,0.0
114614,0.0
441358,5749.0
136096,4347.0
83686,0.0
225425,8096.0
546040,3164.0
501587,6590.0
464417,7811.0
343920,5396.0
514226,7611.0
105661,8342.0
582284,0.0
482351,5782.0
130568,6130.0
34481,5241.0
679646,0.0
594969,4258.0
686072,8259.0
471962,14168.0
186714,0.0
619916,9537.0
55977,10949.0
406917,0.0
269,6821.0
616719,6907.0
543278,6149.0
216249,5228.0
33043,6044.0
257466,5094.0
681703,6500.0
177315,4891.0
213326,6206.0
664320,0.0
629310,7385.0
640192,6792.0
96172,7090.0
363695,3810.0
336111,12728.0
460473,14941.0
522338,8799.0
703593,9765.0
111158,5234.0
604144,5984.0
257478,0.0
224183,4577.0
645410,0.0
152713,10075.0
218541,2111.0
257537,8400.0
204238,3319.0
30803,6791.0
156443,7367.0
569194,4443.0
277793,9078.0
385469,0.0
332066,4572.0
2117,3586.0
584238,7057.0
316943,14917.0
367705,0.0
33415,4469.0
254286,6920.0
112626,14292.0
599381,0.0
207605,13289.0
174842,6112.0
643477,6316.0
169085,7164.0
73921,7125.0
282954,5980.0
60588,16361.0
187776,15699.0
99518,6049.0
603943,12997.0
20255,6047.0
654803,7625.0
239225,6814.0
200028,0.0
22640,0.0
565444,10710.0
256226,6266.0
597671,7619.0
317102,2766.0
358345,16209.0
325396,7875.0
77221,0.0
219791,7819.0
125745,3856.0
401519,4128.0
331038,0.0
333627,3987.0
563738,6025.0
461621,5472.0
501226,6672.0
22858,7802.0
703480,12981.0
708779,0.0
141767,10630.0
181874,7348.0
548914,7240.0
273783,4203.0
35947,7470.0
70204,0.0
709940,9374.0
397336,10075.0
640794,0.0
120410,3404.0
449567,4867.0
612529,6415.5
256411,6451.0
652596,9714.0
585629,0.0
639284,5519.0
581602,5365.0
19762,9031.0
400156,9705.0
548107,0.0
310485,5793.0
610034,4354.0
474731,3949.0
318151,5164.0
221752,5875.0
391553,8549.0
56386,4472.0
702527,0.0
364078,6058.0
669614,6601.0
27391,2871.0
330282,5552.0
256233,7490.0
287521,4611.0
523515,13979.0
120560,4705.0
53282,4392.0
89825,5867.0
516607,10714.0
387502,8767.0
217171,0.0
429844,3628.0
252102,5190.0
269572,13143.0
477691,4999.0
191684,10810.0
558967,8995.0
11520,4802.0
646919,0.0
599539,16332.0
580373,1174.0
470055,8614.0
611396,6903.0
323674,0.0
619400,11734.0
293959,3779.0
4233,0.0
508239,5537.0
299456,8583.0
658177,8335.0
106238,6992.0
571585,7242.0
267621,6786.0
428904,5067.0
256737,3238.0
458268,0.0
59822,4262.0
120522,9572.0
664115,6548.0
209031,4469.0
356838,12837.0
675975,6191.0
250472,4909.0
127869,4882.0
82488,5817.0
72445,13267.0
246324,5612.0
371946,0.0
618604,3292.0
368258,4857.0
519342,8462.0
279557,13393.0
104343,6689.0
688259,11533.0
202374,6152.0
99830,4681.0
635224,0.0
214878,5491.0
224149,4433.0
295773,0.0
93514,6224.0
67433,10077.0
510726,7512.0
147727,5912.0
235974,5353.0
479278,5064.0
687734,5360.0
212661,11701.0
295787,7899.0
177021,7029.0
182009,9497.0
132754,0.0
376582,4991.0
17109,8854.0
353950,6178.0
551130,0.0
705496,8037.0
79036,4727.0
486956,10422.0
533516,5281.0
153961,18132.0
299760,10991.0
393721,4931.0
550612,7770.0
397083,0.0
92120,8140.0
100718,5247.0
694221,11395.0
472836,9838.0
351690,5058.0
611073,6665.0
56,4039.0
612890,3525.0
483053,6291.0
233821,8914.0
522729,10821.0
661309,8677.0
614176,12723.0
678141,0.0
114870,0.0
316274,3770.0
75641,4507.0
341448,14870.0
241069,4620.0
280366,3289.0
540946,0.0
333395,5814.0
325491,4538.0
711022,0.0
414798,7472.0
300080,5452.0
525050,0.0
90519,5602.0
255641,4386.0
489070,5890.0
556055,12041.0
602588,8500.0
217827,4122.0
640056,5568.0
577127,4393.0
67546,8725.0
129265,2787.0
246990,7798.0
540666,0.0
695572,10943.0
85186,8326.0
231742,6246.0
475343,3598.0
298530,12326.0
653527,7042.0
248740,5296.0
477969,6330.0
148780,9169.0
560528,10889.0
246172,0.0
412059,0.0
74681,0.0
225516,7878.0
372994,8157.0
190964,2847.0
649199,5847.0
535665,11687.0
95222,10249.0
456363,4608.0
382177,0.0
293334,5384.0
532665,9454.0
248542,9519.0
290306,5276.0
4618,0.0
706403,12724.0
588312,0.0
707749,8106.0
130092,4311.0
34863,7956.0
210132,3667.0
38914,6830.0
574809,7474.0
107750,4640.0
463650,12398.0
64994,8908.0
529208,5453.0
627086,5192.0
184839,15520.0
675996,3693.0
446718,6734.0
592009,8431.0
576972,11178.0
96548,6654.0
472787,2343.0
631029,4929.0
690939,5170.0
137977,0.0
542097,4942.0
279399,6831.0
663789,20642.0
171496,0.0
616015,2529.0
291590,0.0
450825,4170.0
124152,11326.0
39753,6416.0
